,rpm_variation,harsh_braking_count,idling_time,fuel_consumption,acceleration_smoothness,eco_score
19266,1576,4,15,7,0,41
19267,1006,3,13,6,0,54
19268,1476,4,11,7,0,34
19269,1838,2,8,6,0,57
19270,864,3,15,8,0,52
19271,2938,3,19,7,0,37
19272,2407,2,13,6,0,59
19273,2801,7,8,10,0,11
19274,2074,2,5,7,0,50
19275,500,2,6,8,0,63
19276,2874,2,0,6,0,60
19277,1195,5,20,8,0,37
19278,1252,4,7,9,0,40
19279,1909,5,15,10,0,26
19280,2764,1,7,7,0,43
19281,2537,2,10,10,0,30
19282,2434,5,12,9,0,7
19283,1581,2,4,8,0,65
19284,1570,2,19,7,0,55
19285,2042,2,4,6,0,46
19286,1708,1,5,8,0,57
19287,2422,5,20,8,0,35
19288,2381,2,9,8,0,65
19289,2213,1,10,6,0,72
19290,500,5,17,8,0,38
19291,1889,5,21,9,0,24
19292,1723,5,15,10,0,17
19293,1917,2,5,7,0,53
19294,1271,1,1,5,0,89
19295,872,2,12,5,0,66
19296,2124,3,15,8,0,38
19297,1550,3,4,7,0,58
19298,2202,4,11,9,0,30
19299,1330,1,7,6,0,64
19300,2791,4,6,8,1,54
19301,2500,2,22,7,0,41
19302,2007,6,5,7,0,26
19303,1650,2,11,7,0,58
19304,2396,5,11,8,0,32
19305,2074,3,7,6,1,61
19306,1967,2,10,8,0,55
19307,2530,4,18,7,0,36
19308,2798,3,22,7,0,21
19309,923,3,12,7,0,63
19310,1064,1,7,5,0,69
19311,1253,2,7,4,0,81
19312,748,4,7,7,0,69
19313,1756,3,19,8,0,43
19314,2220,3,16,7,0,44
19315,1785,4,10,9,0,43
19316,1426,4,14,10,0,40
19317,2588,3,8,9,0,22
19318,1898,3,18,8,0,33
19319,2040,2,13,6,0,50
19320,2607,8,22,10,0,0
19321,1713,2,12,6,0,56
19322,3242,1,9,7,0,61
19323,1486,5,15,9,0,32
19324,3198,4,14,11,0,12
19325,1117,1,11,5,0,81
19326,2162,4,13,8,0,24
19327,1350,1,10,7,0,62
19328,2583,4,12,9,0,28
19329,1465,4,13,9,1,49
19330,2003,4,11,8,0,34
19331,1344,3,9,8,0,66
19332,2456,3,7,9,0,44
19333,1340,1,11,9,0,51
19334,2978,3,12,7,0,41
19335,1102,1,5,6,0,73
19336,858,3,17,7,0,43
19337,2466,3,11,7,0,39
19338,1385,6,22,9,0,17
19339,1794,5,16,9,0,25
19340,1574,2,0,7,0,57
19341,881,1,8,7,0,75
19342,1746,2,3,9,0,44
19343,2685,7,14,10,0,6
19344,2502,1,8,8,0,44
19345,1962,0,13,7,0,68
19346,2578,0,10,7,0,58
19347,1058,1,8,6,0,79
19348,1572,1,8,8,0,60
19349,2077,3,6,7,0,38
19350,1708,0,7,8,0,73
19351,1627,1,11,8,0,66
19352,959,0,11,5,0,76
19353,500,3,17,8,0,50
19354,2372,3,15,9,0,32
19355,1970,2,9,6,0,57
19356,2431,3,5,6,0,47
19357,1493,2,6,6,0,52
19358,1301,3,9,7,0,60
19359,1804,1,5,7,0,55
19360,2397,4,3,8,0,37
19361,1637,3,8,9,0,45
19362,2361,7,14,10,0,11
19363,1095,1,0,6,0,77
19364,1686,0,6,6,0,78
19365,1750,2,8,8,0,41
19366,2658,5,14,8,0,28
19367,1945,4,12,9,0,33
19368,3022,6,21,8,0,20
19369,856,5,19,8,0,41
19370,1890,2,9,7,0,50
19371,1925,1,9,7,0,50
19372,2234,4,13,7,0,42
19373,1230,1,3,6,0,75
19374,2979,3,9,9,0,35
19375,1809,4,8,6,0,44
19376,1039,3,10,7,0,49
19377,1788,3,12,7,0,49
19378,1580,4,2,10,0,37
19379,3748,5,16,10,0,0
19380,2534,4,18,10,0,30
19381,1834,5,23,9,0,14
19382,1721,2,2,5,0,63
19383,2465,2,0,8,0,42
19384,2499,5,21,8,0,24
19385,500,1,7,5,0,83
19386,2250,1,7,8,0,55
19387,1819,6,10,10,0,7
19388,882,3,6,7,0,60
19389,2416,2,10,8,0,47
19390,3372,3,22,9,0,9
19391,2189,3,11,8,0,42
19392,2570,5,16,8,0,29
19393,3062,6,10,10,0,8
19394,1218,3,10,6,0,45
19395,500,3,12,6,0,76
19396,2259,1,8,9,0,43
19397,1626,5,11,8,0,48
19398,838,1,16,7,0,63
19399,1745,3,10,6,0,56
19400,2309,1,8,8,0,52
19401,1695,3,12,7,0,41
19402,1249,3,9,9,0,37
19403,1643,7,20,11,0,0
19404,1786,3,2,7,0,53
19405,500,2,7,6,0,70
19406,1700,3,17,6,0,48
19407,858,3,13,8,0,46
19408,2261,1,4,5,0,64
19409,707,0,4,5,0,92
19410,2508,1,10,9,0,64
19411,1513,1,0,6,0,71
19412,1419,2,11,5,0,52
19413,2006,2,13,7,0,55
19414,1193,3,10,8,0,67
19415,1995,5,16,10,0,14
19416,1287,3,21,7,0,55
19417,1410,4,12,7,0,31
19418,2083,5,8,9,0,16
19419,1002,1,4,6,0,80
19420,914,2,12,7,0,77
19421,1973,4,11,6,0,36
19422,1781,3,10,7,0,39
19423,1918,2,18,6,0,39
19424,2029,2,8,6,0,60
19425,1840,4,9,7,0,50
19426,2225,4,14,8,0,38
19427,1868,3,16,9,0,35
19428,500,6,21,10,0,28
19429,576,2,21,7,0,70
19430,3149,3,20,9,0,24
19431,1800,4,11,8,0,46
19432,2465,6,15,11,0,3
19433,1558,2,7,8,0,52
19434,1759,1,2,6,0,70
19435,1482,1,16,8,0,57
19436,3526,4,6,10,0,13
19437,1977,2,10,7,0,51
19438,1425,6,16,8,0,20
19439,643,1,16,8,0,63
19440,3181,4,17,11,0,12
19441,1685,3,12,8,0,58
19442,2320,0,4,8,0,60
19443,2399,4,0,6,0,47
19444,1476,2,2,7,0,68
19445,2270,4,11,7,0,39
19446,1377,2,14,7,0,35
19447,1106,0,3,6,0,88
19448,2615,5,14,10,0,17
19449,1689,2,9,7,0,56
19450,2162,7,14,10,0,6
19451,2087,2,10,4,0,65
19452,2246,2,12,6,0,46
19453,710,5,12,10,0,41
19454,1390,1,10,8,0,69
19455,1572,4,13,6,0,43
19456,1217,3,5,4,0,73
19457,2100,3,18,8,0,31
19458,2630,2,18,7,0,45
19459,2741,2,1,6,0,63
19460,1562,2,10,7,0,49
19461,2004,1,6,9,0,44
19462,2111,0,9,7,0,64
19463,2234,2,20,7,0,42
19464,1185,2,12,8,0,54
19465,3074,6,9,11,0,7
19466,2448,4,3,8,0,28
19467,2466,3,17,7,0,31
19468,2642,3,13,9,0,30
19469,2173,4,13,10,0,26
19470,1080,3,13,6,1,72
19471,1702,3,13,6,0,45
19472,644,3,10,6,0,61
19473,2090,1,11,5,0,75
19474,1681,2,9,7,0,56
19475,1771,3,11,6,0,61
19476,2642,5,11,7,0,34
19477,1480,5,6,7,0,48
19478,1623,2,14,8,0,49
19479,1815,4,15,7,0,43
19480,512,3,9,7,0,61
19481,1613,1,8,6,0,68
19482,500,2,3,7,0,74
19483,1390,1,9,7,0,74
19484,2398,1,1,7,0,57
19485,2113,0,5,7,0,68
19486,1383,1,4,7,0,60
19487,1828,2,9,8,0,55
19488,1047,4,14,5,0,65
19489,1798,5,18,6,0,43
19490,3851,7,18,9,0,0
19491,3092,5,6,9,0,21
19492,1836,0,19,7,0,63
19493,1912,5,15,9,0,21
19494,1114,1,14,8,0,58
19495,1238,3,18,6,0,47
19496,2053,3,11,7,0,38
19497,1432,1,5,4,0,79
19498,2432,6,18,9,0,13
19499,2898,1,14,7,0,38
19500,2032,6,18,9,0,10
19501,1871,5,19,9,0,26
19502,623,3,17,8,0,51
19503,2323,3,16,5,0,54
19504,999,4,16,8,0,40
19505,1507,2,2,7,0,69
19506,2471,7,19,7,0,25
19507,2520,2,9,7,0,42
19508,1473,2,0,6,0,61
19509,1513,0,8,8,0,57
19510,1310,2,10,7,0,58
19511,961,3,7,8,0,37
19512,1355,2,7,7,0,62
19513,670,4,7,7,1,78
19514,2278,5,13,10,0,6
19515,2076,0,0,8,0,49
19516,2192,2,6,9,0,47
19517,1131,3,17,10,0,46
19518,963,1,12,6,0,60
19519,1837,1,3,7,0,64
19520,1844,5,14,9,0,30
19521,1696,0,5,4,0,86
19522,1597,2,13,7,0,55
19523,2997,6,21,11,0,0
19524,2098,2,19,7,0,59
19525,3179,2,8,8,0,47
19526,2688,4,13,6,0,32
19527,2992,5,12,10,0,13
19528,1047,2,12,7,0,64
19529,2215,3,11,8,0,32
19530,1497,2,6,8,0,60
19531,635,3,18,7,0,49
19532,2847,4,8,10,0,17
19533,1594,2,10,8,0,54
19534,1061,4,15,6,0,58
19535,1509,1,5,6,0,53
19536,1242,3,7,6,0,65
19537,1314,4,18,8,0,29
19538,1644,3,16,8,0,40
19539,3011,3,21,8,0,29
19540,1333,5,17,8,0,25
19541,2961,2,5,7,0,41
19542,2394,1,1,8,0,51
19543,2077,5,6,8,0,30
19544,2323,2,3,8,0,52
19545,1809,5,17,10,0,23
19546,2700,2,13,7,0,51
19547,2196,1,5,7,0,64
19548,634,5,15,8,0,36
19549,2007,3,16,7,0,54
19550,2348,3,18,9,0,17
19551,1597,2,16,6,0,60
19552,1888,3,9,8,0,54
19553,1370,6,18,6,0,32
19554,835,1,8,5,0,71
19555,714,7,15,8,0,31
19556,724,1,11,7,0,62
19557,2268,1,9,5,0,71
19558,500,5,7,7,0,53
19559,1333,2,2,6,0,70
19560,1264,2,10,7,0,61
19561,1602,4,27,11,0,22
19562,500,2,9,6,0,78
19563,2082,3,6,6,0,58
19564,908,5,13,8,0,47
19565,2592,5,15,8,0,13
19566,1364,0,5,5,0,76
19567,1733,4,17,9,0,44
19568,1802,2,13,9,0,41
19569,1970,1,14,9,0,48
19570,1825,0,2,6,0,72
19571,1501,1,12,7,0,49
19572,2040,2,11,6,0,58
19573,2126,3,9,6,1,61
19574,1264,3,12,6,0,73
19575,2098,3,13,6,0,42
19576,2634,2,11,6,0,45
19577,2294,3,20,9,0,23
19578,2452,5,6,7,0,30
19579,1920,4,15,6,0,42
19580,1144,5,12,8,0,44
19581,1233,1,18,9,0,59
19582,2023,3,11,8,0,30
19583,2459,2,16,5,0,48
19584,3750,7,11,11,0,0
19585,2487,0,10,7,0,53
19586,980,3,10,6,0,54
19587,1262,0,12,7,0,72
19588,3394,3,11,8,0,37
19589,1649,1,10,6,0,67
19590,1833,4,18,9,0,23
19591,1127,4,7,7,0,50
19592,2895,1,8,5,0,42
19593,2150,0,6,5,0,81
19594,1257,1,12,6,0,61
19595,1104,1,18,7,0,61
19596,2015,6,15,12,0,19
19597,1830,0,14,10,0,54
19598,2382,2,12,9,0,38
19599,2182,5,9,11,0,21
19600,1614,1,10,6,0,77
19601,1419,2,13,6,0,63
19602,1688,1,6,5,0,69
19603,1414,2,16,7,0,60
19604,1708,3,13,9,0,31
19605,1811,4,7,9,0,31
19606,1171,1,7,7,0,59
19607,2241,2,10,8,0,35
19608,1540,2,17,7,0,59
19609,1210,1,8,8,0,70
19610,1553,2,20,4,0,69
19611,1969,4,23,8,0,37
19612,1858,2,12,7,0,61
19613,2095,3,20,7,0,56
19614,2428,2,7,7,0,48
19615,2713,5,14,11,0,7
19616,1999,7,10,10,0,0
19617,1051,1,12,8,0,65
19618,1611,0,6,6,0,84
19619,1096,3,18,8,0,49
19620,2987,6,18,10,0,3
19621,3191,4,10,10,0,22
19622,2255,2,7,8,0,53
19623,2400,2,20,7,0,53
19624,1975,0,1,8,0,70
19625,2056,2,4,6,0,62
19626,681,2,8,7,0,57
19627,1748,1,8,7,0,66
19628,1183,3,4,6,0,65
19629,1996,3,17,7,0,46
19630,1758,2,12,6,0,58
19631,3162,1,24,10,0,31
19632,2441,2,18,6,1,69
19633,1999,3,5,7,0,56
19634,1613,2,13,7,0,51
19635,2973,5,11,8,0,27
19636,1779,0,4,7,0,70
19637,2032,2,7,8,0,52
19638,1829,3,8,6,0,44
19639,1517,3,7,5,0,69
19640,1825,2,6,6,0,47
19641,500,3,19,6,0,69
19642,716,2,13,9,0,57
19643,2044,1,7,5,0,69
19644,2897,2,10,7,0,41
19645,2043,4,18,9,0,26
19646,1295,2,10,6,0,65
19647,790,3,4,6,1,92
19648,2349,3,15,8,0,25
19649,1402,3,11,10,0,52
19650,2250,3,9,7,0,36
19651,2072,7,11,11,0,10
19652,2134,2,26,7,0,45
19653,1823,4,7,10,0,23
19654,2068,5,12,10,0,26
19655,1716,5,15,7,0,43
19656,1355,2,8,8,0,60
19657,1125,4,18,9,0,40
19658,500,4,13,7,0,59
19659,1673,2,13,7,0,65
19660,2863,3,11,8,0,31
19661,2311,4,22,10,0,14
19662,1959,1,5,8,0,65
19663,1286,3,6,8,0,52
19664,2498,2,10,8,0,35
19665,1716,4,15,11,0,27
19666,2902,1,8,8,0,33
19667,1113,2,12,7,0,57
19668,1275,1,8,5,0,74
19669,1206,3,12,7,0,55
19670,762,3,10,6,0,47
19671,1144,2,7,8,0,59
19672,1872,1,4,8,0,67
19673,1301,3,8,9,1,53
19674,500,2,8,5,0,70
19675,2551,4,19,6,0,33
19676,621,2,5,5,0,92
19677,2212,4,10,9,0,29
19678,1821,6,16,10,0,14
19679,3282,5,18,10,0,15
19680,2497,2,13,6,0,47
19681,1446,4,6,7,0,54
19682,1308,2,15,8,0,50
19683,2851,1,12,8,0,49
19684,766,2,6,7,0,60
19685,1933,2,7,7,0,67
19686,1708,4,11,7,0,42
19687,1559,4,14,8,0,34
19688,2047,2,19,6,0,48
19689,1932,4,21,8,0,21
19690,2120,3,19,9,0,36
19691,1897,1,9,6,0,52
19692,2092,2,12,8,0,49
19693,1865,2,10,7,0,61
19694,1338,4,12,8,0,44
19695,1802,2,6,8,0,49
19696,1299,1,18,8,0,60
19697,1253,1,8,8,0,63
19698,1564,0,0,3,0,86
19699,1716,4,11,8,0,44
19700,1824,2,11,6,0,61
19701,2441,6,16,9,0,4
19702,1451,1,10,6,0,68
19703,1937,2,6,8,0,49
19704,1882,5,23,9,0,23
19705,1373,2,9,7,0,56
19706,1851,5,17,8,0,38
19707,2501,3,13,8,0,38
19708,1930,3,6,8,0,35
19709,1958,4,11,9,0,22
19710,1306,2,14,8,0,56
19711,3178,4,10,11,0,4
19712,1346,2,10,5,0,61
19713,632,3,12,5,0,69
19714,2402,2,8,8,0,49
19715,1719,2,12,7,0,63
19716,1587,3,10,9,0,50
19717,1418,1,7,7,0,61
19718,3110,2,16,10,0,1
19719,2048,4,15,9,0,20
19720,2184,3,6,8,0,43
19721,1913,1,6,6,0,72
19722,1989,0,9,7,0,58
19723,2779,6,19,8,0,13
19724,1624,1,4,4,0,70
19725,780,4,17,6,0,54
19726,2407,1,13,6,0,50
19727,2147,3,13,10,0,31
19728,1875,1,5,6,0,73
19729,2129,4,9,7,0,38
19730,1540,3,12,7,0,44
19731,1814,6,18,9,0,19
19732,1707,2,12,7,0,55
19733,1385,3,9,9,0,44
19734,2632,2,12,7,0,50
19735,811,7,31,8,0,32
19736,3452,4,4,8,0,26
19737,2414,2,9,8,0,55
19738,555,0,3,4,0,90
19739,1643,4,12,7,0,35
19740,1682,6,18,10,0,24
19741,2074,2,3,9,0,42
19742,1107,2,13,7,0,71
19743,1822,3,11,8,0,48
19744,1715,5,9,7,0,36
19745,1283,2,10,6,0,73
19746,1186,5,8,7,0,57
19747,2443,4,11,9,0,34
19748,612,2,14,5,0,77
19749,2134,1,2,5,0,66
19750,2358,2,9,7,0,58
19751,1647,3,19,7,0,46
19752,1836,1,9,6,0,61
19753,2614,4,16,8,0,25
19754,1306,1,7,5,0,71
19755,1378,1,3,7,0,60
19756,1453,2,1,5,0,76
19757,2615,2,8,6,0,30
19758,2704,3,22,8,0,27
19759,822,0,7,7,0,73
19760,2504,3,8,8,0,56
19761,2373,4,13,6,0,37
19762,2887,4,9,7,0,17
19763,2069,2,10,8,0,56
19764,1769,0,9,9,0,57
19765,2601,7,9,10,0,6
19766,2289,2,17,8,0,39
19767,3371,5,14,9,0,22
19768,2471,3,19,9,0,43
19769,1907,2,7,6,0,66
19770,978,3,7,10,0,38
19771,1393,1,6,5,0,62
19772,794,7,12,7,0,25
19773,1649,1,15,6,0,60
19774,2448,5,15,7,0,25
19775,1797,2,14,7,0,43
19776,2515,3,12,7,0,38
19777,2036,3,14,8,0,54
19778,1517,2,10,8,0,50
19779,1861,0,8,6,0,79
19780,2130,0,9,5,0,64
19781,1897,0,10,5,0,60
19782,1905,5,11,9,0,22
19783,1261,3,10,8,0,43
19784,1496,2,12,6,0,46
19785,3380,4,17,8,0,23
19786,2659,3,20,8,0,29
19787,768,3,9,7,0,61
19788,500,0,5,5,0,84
19789,1853,0,0,6,0,68
19790,2425,2,13,9,0,36
19791,1436,1,12,6,0,60
19792,2515,3,5,6,0,55
19793,1841,5,14,8,0,22
19794,1685,2,16,8,0,26
19795,2329,2,7,6,0,43
19796,1427,2,10,8,0,57
19797,1599,3,10,7,0,38
19798,2269,7,17,9,0,19
19799,1778,2,17,9,0,41
19800,3136,1,13,7,0,54
19801,2285,3,4,9,0,47
19802,2240,1,14,5,0,59
19803,1765,1,10,7,0,59
19804,2412,2,9,10,0,45
19805,1574,1,16,8,0,46
19806,1997,0,3,5,0,72
19807,1158,4,15,8,0,45
19808,2527,2,7,7,0,31
19809,2003,4,13,7,0,39
19810,3187,3,6,8,0,44
19811,3474,2,8,8,1,46
19812,2334,1,12,7,0,60
19813,1847,4,8,6,0,47
19814,1137,2,6,6,0,71
19815,2433,6,14,7,0,22
19816,1947,4,20,8,0,27
19817,2176,3,3,8,0,43
19818,3010,4,0,8,0,38
19819,1222,4,11,9,0,44
19820,1152,3,3,4,0,62
19821,1634,1,10,7,0,76
19822,2374,3,9,9,0,26
19823,2188,3,8,10,0,35
19824,1173,0,14,7,0,68
19825,2329,2,10,7,0,37
19826,959,1,16,8,0,62
19827,1213,1,13,5,0,81
19828,1719,0,0,7,0,64
19829,1412,1,7,10,0,46
19830,2422,3,3,8,0,35
19831,2000,6,16,9,0,18
19832,3035,3,15,8,0,24
19833,1626,3,15,9,0,31
19834,1714,1,6,5,0,66
19835,2647,4,18,8,0,25
19836,1736,3,7,6,0,54
19837,2845,1,7,8,0,51
19838,2178,5,13,7,0,25
19839,500,1,22,5,0,70
19840,2624,1,7,8,0,50
19841,2438,4,10,9,0,28
19842,2465,2,12,8,0,42
19843,500,3,7,8,0,56
19844,1335,1,11,7,0,71
19845,1387,1,3,5,0,67
19846,1211,2,2,6,0,71
19847,3019,6,14,9,0,9
19848,1791,3,16,8,0,38
19849,1774,4,4,6,0,41
19850,2186,4,13,8,0,38
19851,2198,5,9,9,0,17
19852,500,3,14,8,0,60
19853,1347,3,13,7,0,59
19854,811,2,9,5,0,71
19855,2080,4,13,8,0,38
19856,1597,3,21,7,0,41
19857,1810,4,20,6,0,36
19858,500,1,4,6,0,81
19859,1583,0,3,7,0,65
19860,2580,3,11,8,0,42
19861,2786,4,4,9,0,23
19862,2303,4,12,7,0,32
19863,865,2,16,7,0,68
19864,2681,3,15,7,0,44
19865,2306,2,10,9,0,35
19866,1717,4,18,8,0,44
19867,500,2,7,5,0,83
19868,2467,4,23,9,0,17
19869,1385,2,9,8,0,48
19870,2042,5,11,13,0,15
19871,1847,1,3,5,1,87
19872,2876,8,17,9,0,0
19873,1712,3,19,8,0,33
19874,1789,2,16,7,0,45
19875,2905,4,7,8,0,32
19876,1339,0,20,7,0,52
19877,2370,1,9,7,0,56
19878,1660,4,8,9,0,35
19879,1098,2,14,7,0,67
19880,1800,6,19,10,0,21
19881,2284,3,11,8,0,45
19882,2747,4,10,7,0,45
19883,2832,2,12,7,0,43
19884,1593,5,15,8,0,35
19885,1108,1,7,7,0,70
19886,1576,4,19,7,0,44
19887,972,3,17,8,0,47
19888,1647,5,23,8,0,28
19889,1560,4,13,9,0,38
19890,2309,2,9,8,0,42
19891,500,2,14,6,0,62
19892,1286,3,11,7,0,48
19893,1292,1,9,6,0,64
19894,2630,2,14,8,0,40
19895,1020,3,7,9,0,52
19896,1958,6,12,7,0,31
19897,1710,4,22,10,0,21
19898,2530,0,13,7,0,44
19899,2217,1,0,8,0,42
19900,1884,1,5,10,0,45
19901,1411,2,18,6,0,47
19902,503,1,6,7,0,72
19903,1972,1,8,4,0,79
19904,2171,1,5,6,0,64
19905,697,3,14,7,0,48
19906,936,3,4,9,0,58
19907,1976,1,6,8,0,49
19908,2037,2,12,7,0,47
19909,1106,2,22,9,0,36
19910,1398,4,11,9,0,34
19911,514,2,9,4,0,81
19912,2764,3,27,7,0,31
19913,890,1,0,8,0,66
19914,2179,2,9,6,0,38
19915,1775,2,4,7,0,61
19916,2702,6,10,7,1,46
19917,1245,1,12,7,0,51
19918,1842,4,11,8,0,43
19919,611,2,14,7,0,64
19920,500,3,14,7,0,62
19921,2217,3,4,6,0,62
19922,550,1,1,7,0,85
19923,1640,0,11,4,0,80
19924,2507,2,2,6,0,60
19925,2322,3,7,9,0,32
19926,1334,2,11,6,0,62
19927,688,2,14,7,0,56
19928,2156,3,11,9,0,41
19929,2739,1,15,7,0,35
19930,1336,0,4,5,0,77
19931,1237,3,14,7,0,53
19932,1432,3,9,7,0,49
19933,2200,2,14,8,0,42
19934,2659,2,8,7,0,26
19935,932,2,9,7,0,61
19936,751,3,16,7,0,64
19937,3437,1,11,8,0,42
19938,1675,3,6,7,0,48
19939,1977,2,22,6,0,66
19940,1315,3,1,5,0,65
19941,2142,4,4,8,0,46
19942,2472,4,19,8,0,40
19943,2009,1,14,7,0,62
19944,3018,5,16,11,0,1
19945,1571,4,11,6,0,57
19946,1615,1,7,10,0,45
19947,1961,5,14,11,0,10
19948,2125,0,7,8,0,49
19949,1959,3,8,8,0,47
19950,900,2,11,7,0,72
19951,2018,2,14,7,0,41
19952,1538,2,9,7,0,55
19953,1393,3,15,9,0,38
19954,1822,5,13,7,0,25
19955,1126,1,7,5,0,79
19956,1005,1,9,9,0,48
19957,500,2,18,8,1,67
19958,3023,3,14,8,0,32
19959,2189,3,18,8,0,36
19960,1718,3,10,6,0,58
19961,1332,3,13,7,0,50
19962,500,2,15,8,0,60
19963,1290,0,4,6,0,83
19964,2301,2,2,7,0,51
19965,2459,1,3,8,0,57
19966,2249,1,13,8,0,45
19967,1910,3,21,8,0,35
19968,2712,6,11,9,0,1
19969,1570,2,6,5,0,57
19970,2559,4,24,11,0,12
19971,1530,5,2,9,0,31
19972,1183,1,15,6,0,72
19973,1096,8,20,9,0,22
19974,1054,0,8,7,0,66
19975,2261,3,12,8,0,27
19976,1280,1,10,7,0,72
19977,1076,1,9,4,0,74
19978,2299,3,14,8,0,26
19979,2029,4,3,10,1,47
19980,2473,6,16,8,0,20
19981,2158,5,18,9,0,15
19982,1272,5,8,9,0,32
19983,1853,1,13,8,0,52
19984,1887,2,11,9,0,44
19985,1156,5,10,6,0,53
19986,1026,1,4,7,0,69
19987,1323,2,4,8,0,54
19988,3225,0,1,7,0,43
19989,1511,0,1,4,0,97
19990,2663,4,11,10,0,15
19991,1471,2,13,6,0,64
19992,2422,2,21,6,0,54
19993,2431,3,12,8,0,36
19994,2466,4,4,7,0,36
19995,2071,1,13,7,0,62
19996,2764,5,15,9,0,8
19997,2064,6,17,11,0,0
19998,2999,2,12,9,0,22
19999,666,0,4,6,0,77
20000,2043,3,14,7,1,61
20001,1998,2,13,7,1,57
20002,1144,4,7,7,0,56
20003,2205,7,17,9,0,4
20004,756,2,10,7,0,58
20005,1342,1,12,7,0,64
20006,500,2,22,7,0,66
20007,2891,4,12,9,0,23
20008,1637,2,17,8,0,47
20009,3316,1,3,8,0,46
20010,2362,5,15,10,0,26
20011,2113,3,12,8,0,43
20012,1389,3,12,6,0,54
20013,1067,2,4,5,0,71
20014,2166,3,19,10,0,31
20015,1749,5,17,9,0,24
20016,862,2,10,6,0,63
20017,738,1,6,5,0,96
20018,1128,1,11,8,0,58
20019,3074,4,17,10,0,12
20020,3349,2,9,8,0,48
20021,1943,2,10,8,0,43
20022,1904,6,16,9,0,26
20023,1564,3,6,5,0,75
20024,1145,2,2,6,0,64
20025,2762,6,11,9,0,11
20026,3111,3,6,10,0,23
20027,1174,4,13,8,0,40
20028,1742,3,16,8,1,59
20029,1485,4,13,7,0,43
20030,1505,2,6,8,0,55
20031,2630,1,5,8,0,38
20032,881,1,7,5,0,77
20033,2126,3,18,8,0,38
20034,2309,4,7,8,0,40
20035,1700,3,11,5,0,50
20036,2425,5,11,11,0,7
20037,1903,2,11,8,0,42
20038,2651,3,9,10,0,38
20039,734,0,8,6,0,71
20040,1555,4,5,5,0,56
20041,1749,3,4,7,0,57
20042,500,5,12,7,0,54
20043,1039,2,8,6,0,66
20044,1230,3,11,7,0,51
20045,2463,3,11,8,0,35
20046,1305,1,12,7,0,63
20047,1227,2,7,6,0,65
20048,2372,0,3,7,0,70
20049,667,1,16,8,0,62
20050,500,3,15,6,0,70
20051,1546,1,11,7,0,57
20052,786,1,9,6,0,82
20053,813,1,17,7,0,68
20054,2201,2,10,8,0,43
20055,2413,3,14,8,0,32
20056,2352,4,17,9,0,11
20057,2576,6,23,8,0,16
20058,2668,9,25,11,0,0
20059,500,1,5,5,0,86
20060,2115,4,12,9,0,31
20061,1429,2,9,7,0,47
20062,1276,3,7,8,0,40
20063,2192,1,7,6,0,56
20064,588,1,2,7,0,85
20065,574,2,11,6,0,67
20066,2243,3,0,7,0,39
20067,2141,0,11,8,0,52
20068,1895,0,2,6,0,75
20069,1184,3,5,8,0,51
20070,2320,5,18,10,0,10
20071,2276,0,7,7,0,52
20072,1859,3,9,8,0,37
20073,975,1,4,5,0,79
20074,1502,7,12,9,0,22
20075,2386,2,16,8,0,28
20076,2729,1,10,7,0,63
20077,1571,2,13,7,0,44
20078,1625,1,1,7,0,65
20079,1686,1,16,8,0,43
20080,1992,3,9,9,0,52
20081,1393,2,4,9,0,56
20082,500,0,5,5,0,88
20083,2634,1,13,4,0,65
20084,3056,1,13,7,0,49
20085,1371,2,5,4,0,69
20086,1053,0,7,6,0,83
20087,1704,4,10,8,0,40
20088,1668,2,6,6,0,62
20089,2496,7,28,12,0,0
20090,1838,0,6,7,0,58
20091,1245,3,18,8,0,47
20092,877,3,11,7,0,62
20093,2405,3,10,8,0,41
20094,2219,2,17,9,0,49
20095,2542,1,17,7,0,54
20096,1122,1,8,6,0,80
20097,3086,2,16,8,0,27
20098,579,4,12,8,0,51
20099,2296,4,13,7,0,36
20100,500,3,13,8,0,49
20101,1246,1,13,7,0,58
20102,2892,4,21,10,0,9
20103,2381,2,6,7,0,36
20104,1417,2,11,5,0,64
20105,1436,0,0,6,0,77
20106,1870,4,10,8,0,35
20107,2159,1,10,6,0,47
20108,2676,4,10,8,0,21
20109,1480,2,15,7,0,55
20110,671,5,18,8,0,36
20111,1909,3,19,7,0,54
20112,1479,4,8,7,0,56
20113,889,2,16,6,0,63
20114,2008,4,3,9,0,40
20115,1650,3,10,6,0,61
20116,2014,0,4,7,0,57
20117,1173,5,17,10,0,27
20118,2140,3,1,9,1,49
20119,878,2,12,6,0,74
20120,1220,0,0,8,0,77
20121,1629,0,9,7,0,76
20122,3019,2,11,7,0,52
20123,2349,2,9,6,0,48
20124,2554,4,18,8,0,35
20125,2791,3,7,9,0,27
20126,4321,3,13,9,0,0
20127,1829,3,12,8,0,40
20128,2794,2,18,8,0,29
20129,2508,4,4,10,0,30
20130,2497,3,19,8,0,28
20131,3041,4,18,8,0,33
20132,1506,4,14,7,0,47
20133,1450,4,13,10,0,33
20134,2023,2,7,8,0,46
20135,1672,4,11,9,0,29
20136,2022,7,13,11,0,1
20137,2893,4,6,7,0,42
20138,1465,0,11,7,0,61
20139,1586,1,14,5,0,74
20140,1922,5,21,8,0,28
20141,1640,4,12,9,0,32
20142,500,5,18,10,0,37
20143,1393,7,7,11,0,7
